issuer,cik,tickers,exchanges,listed_status,vehicle,launch_date,expiration,offer_type,offer_price,range_low,range_high,nav_pct,final_price,premium_price_used,premium_flag,pre_close,pre_close_date,post_close,post_close_date,pre_close_split_factor,doc_ref_price,doc_ref_quote,gross_premium,yf_premium,yf_doc_price_ratio,premium_basis,tendered_class,completed,proration,odd_lot_priority,odd_lot_clause,odd_lot_clause_2,odd_lot_priority_basis,launch_accession,clause_doc_accession,clause_doc_url,doc_sha256,completion_doc,completion_date,n_hit_filings,n_filings_in_offer,orphan_amendment,listed_basis,price_note,completion_source,doc_bytes,launch_primary_doc
Yieldstreet Alternative Income Fund Inc.,0001762229,,,non_traded,closed_end_or_interval_fund,2025-08-07,2025-09-09,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,yes,"Odd lots will be accepted for payment before any proration of the purchase of other tendered Shares, provided that (a) this priority is not available to partial tenders or to beneficial or record holders of 100 or more Shares in the aggregate, even if these holders have separate accounts or certificates representing fewer than 100 Shares, and (b) to qualify for this priority, an Odd Lot Holder must tender all Shares owned by the Odd Lot Holder in accordance with the procedures described in Section 4.","However, to qualify for the priority in case of proration, an Odd Lot Holder (as defined below) must tender all Shares owned by any such Odd Lot Holder.",odd-lot -> no-proration/priority: 'Odd lots will be accepted for payment before any prorat' (<100-share threshold stated in the document),0001104659-25-075213,0001104659-25-075213,https://www.sec.gov/Archives/edgar/data/1762229/000110465925075213/tm2522882d1_ex99-xax1xa.htm,ef6123d45400a7f978897fddcc57631c6cc1054a1661af77e5fda5d621da3af2,https://www.sec.gov/Archives/edgar/data/1762229/000110465925089462/tm2525995d1_sctoia.htm,2025-09-12,1,2,False,document: 'there is no public market for our Shares. See Section 2 below. The offer is made upon the terms and subject to the conditions set forth in t',not exchange-listed / no ticker in the submissions index,0001104659-25-089462,138364,tm2522882d1_sctoi.htm
Yieldstreet Alternative Income Fund Inc.,0001762229,,,non_traded,closed_end_or_interval_fund,2025-11-06,2025-12-09,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,yes,"Odd lots will be accepted for payment before any proration of the purchase of other tendered Shares, provided that (a) this priority is not available to partial tenders or to beneficial or record holders of 100 or more Shares in the aggregate, even if these holders have separate accounts or certificates representing fewer than 100 Shares, and (b) to qualify for this priority, an Odd Lot Holder must tender all Shares owned by the Odd Lot Holder in accordance with the procedures described in Section 4.","However, to qualify for the priority in case of proration, an Odd Lot Holder (as defined below) must tender all Shares owned by any such Odd Lot Holder.",odd-lot -> no-proration/priority: 'Odd lots will be accepted for payment before any prorat' (<100-share threshold stated in the document),0001104659-25-107700,0001104659-25-107700,https://www.sec.gov/Archives/edgar/data/1762229/000110465925107700/tm2530483d1_ex99-xax1xa.htm,7c82fe8bd219aac90748b16e00ce24c4ae35d6b533f021e2c13822a3e25b93a5,https://www.sec.gov/Archives/edgar/data/1762229/000110465925120533/tm2533273d1_sctoia.htm,2025-12-12,1,2,False,document: 'there is no public market for our Shares. See Section 2 below. The offer is made upon the terms and subject to the conditions set forth in t',not exchange-listed / no ticker in the submissions index,0001104659-25-120533,134815,tm2530483d1_sctoi.htm
Yieldstreet Alternative Income Fund Inc.,0001762229,,,non_traded,closed_end_or_interval_fund,2026-02-19,2026-03-20,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,yes,"Odd lots will be accepted for payment before any proration of the purchase of other tendered Shares, provided that (a) this priority is not available to partial tenders or to beneficial or record holders of 100 or more Shares in the aggregate, even if these holders have separate accounts or certificates representing fewer than 100 Shares, and (b) to qualify for this priority, an Odd Lot Holder must tender all Shares owned by the Odd Lot Holder in accordance with the procedures described in Section 4.","However, to qualify for the priority in case of proration, an Odd Lot Holder (as defined below) must tender all Shares owned by any such Odd Lot Holder.",odd-lot -> no-proration/priority: 'Odd lots will be accepted for payment before any prorat' (<100-share threshold stated in the document),0001104659-26-017576,0001104659-26-017576,https://www.sec.gov/Archives/edgar/data/1762229/000110465926017576/tm266852d1_ex99-xax1xa.htm,f85c17296cd8792dee0915c8f5b024d54d6227e13ea3e619aaaa18267792b51c,https://www.sec.gov/Archives/edgar/data/1762229/000110465926041320/tm2611403d1_sctoia.htm,2026-04-09,1,3,False,document: 'there is no public market for our Shares. See Section 2 below. The offer is made upon the terms and subject to the conditions set forth in t',not exchange-listed / no ticker in the submissions index,0001104659-26-041320,131434,tm266852d1_sctoi.htm
Clarion Partners Real Estate Income Fund Inc.,0001762562,,,non_traded,REIT,2019-12-19,2020-01-21,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,"What if more than 105,945 Shares are tendered (and not timely withdrawn)? The Fund will purchase duly tendered Shares from tendering Stockholders pursuant to the terms and conditions of the Offer by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","If more than the Offer Amount of the Fund s Shares are duly tendered pursuant to the Offer (and not withdrawn as provided in Section 4), unless the Fund determines not to purchase any Shares in the event that the conditions described in Section 12 of this Offer to Purchase are not met, the Fund will purchase Shares from tendering Stockholders in accordance with the terms and conditions specified in the Offer, by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","phrase present, no grant and no denial matched",0001193125-19-318511,0001193125-19-318511,https://www.sec.gov/Archives/edgar/data/1762562/000119312519318511/d852416dex99a1i.htm,5c32e7966bdee2ac528102c76e7e24c5b620bff540bbd4afe780f59d541a358f,https://www.sec.gov/Archives/edgar/data/1762562/000119312520015231/d872862dsctoia.htm,2020-01-27,1,2,False,"document: 'Shares are not listed on a national securities exchange. Instead, the Fund expects to provide Stockholders with limited liquidity through te'",not exchange-listed / no ticker in the submissions index,0001193125-20-015231,137536,d852416dsctoi.htm
Clarion Partners Real Estate Income Fund Inc.,0001762562,,,non_traded,REIT,2020-03-18,2020-04-16,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,"What if more than 123,673 Shares are tendered (and not timely withdrawn)? The Fund will purchase duly tendered Shares from tendering Stockholders pursuant to the terms and conditions of the Offer by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","If more than the Offer Amount of the Fund s Shares are duly tendered pursuant to the Offer (and not withdrawn as provided in Section 4), unless the Fund determines not to purchase any Shares in the event that the conditions described in Section 12 of this Offer to Purchase are not met, the Fund will purchase Shares from tendering Stockholders in accordance with the terms and conditions specified in the Offer, by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","phrase present, no grant and no denial matched",0001193125-20-076903,0001193125-20-076903,https://www.sec.gov/Archives/edgar/data/1762562/000119312520076903/d878841dex99a1i.htm,a0316b7f4871b5716d3eea2b4b75f6f32eaa0f29ce88af42540376c60f6cd9eb,https://www.sec.gov/Archives/edgar/data/1762562/000119312520114462/d883848dsctoia.htm,2020-04-22,1,2,False,"document: 'Shares are not listed on a national securities exchange. Instead, the Fund expects to provide Stockholders with limited liquidity through te'",not exchange-listed / no ticker in the submissions index,0001193125-20-114462,139353,d878841dsctoi.htm
Clarion Partners Real Estate Income Fund Inc.,0001762562,,,non_traded,REIT,2020-06-16,2020-07-16,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,"What if Shares representing in excess of $2,272,312 in aggregate net asset value are tendered (and not timely withdrawn)? The Fund will purchase duly tendered Shares from tendering Stockholders pursuant to the terms and conditions of the Offer by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","If more than the Offer Amount of the Fund s Shares are duly tendered pursuant to the Offer (and not withdrawn as provided in Section 4), unless the Fund determines not to purchase any Shares in the event that the conditions described in Section 12 of this Offer to Purchase are not met, the Fund will purchase Shares from tendering Stockholders in accordance with the terms and conditions specified in the Offer, by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","phrase present, no grant and no denial matched",0001193125-20-170072,0001193125-20-170072,https://www.sec.gov/Archives/edgar/data/1762562/000119312520170072/d830877dex99a1i.htm,eca7c5d882a9463dca800526a071f543ed6c4882c461748843b11e440741b121,https://www.sec.gov/Archives/edgar/data/1762562/000119312520196872/d37807dsctoia.htm,2020-07-22,1,2,False,"document: 'Shares are not listed on a national securities exchange. Instead, the Fund expects to provide Stockholders with limited liquidity through te'",not exchange-listed / no ticker in the submissions index,0001193125-20-196872,141638,d830877dsctoi.htm
Clarion Partners Real Estate Income Fund Inc.,0001762562,,,non_traded,REIT,2020-09-16,2020-10-15,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,"What if Shares representing in excess of $2,497,324 in aggregate net asset value are tendered (and not timely withdrawn)? The Fund will purchase duly tendered Shares from tendering Stockholders pursuant to the terms and conditions of the Offer by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","If more than the Offer Amount of the Fund s Shares are duly tendered pursuant to the Offer (and not withdrawn as provided in Section 4), unless the Fund determines not to purchase any Shares in the event that the conditions described in Section 12 of this Offer to Purchase are not met, the Fund will purchase Shares from tendering Stockholders in accordance with the terms and conditions specified in the Offer, by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","phrase present, no grant and no denial matched",0001193125-20-246837,0001193125-20-246837,https://www.sec.gov/Archives/edgar/data/1762562/000119312520246837/d917765dex99a1i.htm,12c94022d68ce42f13e4fccb8f8992fe21a11ee37b6809132851bcaa3ec44e5f,https://www.sec.gov/Archives/edgar/data/1762562/000119312520274072/d74533dsctoia.htm,2020-10-22,1,2,False,"document: 'Shares are not listed on a national securities exchange. Instead, the Fund expects to provide Stockholders with limited liquidity through te'",not exchange-listed / no ticker in the submissions index,0001193125-20-274072,141680,d917765dsctoi.htm
Clarion Partners Real Estate Income Fund Inc.,0001762562,,,non_traded,REIT,2020-12-14,2021-01-14,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,"What if Shares representing in excess of $2,726,574 in aggregate net asset value are tendered (and not timely withdrawn)? The Fund will purchase duly tendered Shares from tendering Stockholders pursuant to the terms and conditions of the Offer by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","If more than the Offer Amount of the Fund s Shares are duly tendered pursuant to the Offer (and not withdrawn as provided in Section 4), unless the Fund determines not to purchase any Shares in the event that the conditions described in Section 12 of this Offer to Purchase are not met, the Fund will purchase Shares from tendering Stockholders in accordance with the terms and conditions specified in the Offer, by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","phrase present, no grant and no denial matched",0001193125-20-316602,0001193125-20-316602,https://www.sec.gov/Archives/edgar/data/1762562/000119312520316602/d937856dex99a1i.htm,426cc1480c09180599eba28e1d66f975272e452cabd27763a93d21253e025e1e,https://www.sec.gov/Archives/edgar/data/1762562/000119312521011010/d31577dsctoia.htm,2021-01-19,1,2,False,"document: 'Shares are not listed on a national securities exchange. Instead, the Fund expects to provide Stockholders with limited liquidity through te'",not exchange-listed / no ticker in the submissions index,0001193125-21-011010,140466,d937856dsctoi.htm
Clarion Partners Real Estate Income Fund Inc.,0001762562,,,non_traded,REIT,2021-03-17,2021-04-15,nav_based,,,,,10.39,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,"What if Shares representing in excess of $3,256,613 in aggregate net asset value are tendered (and not timely withdrawn)? The Fund will purchase duly tendered Shares from tendering Stockholders pursuant to the terms and conditions of the Offer by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","If more than the Offer Amount of the Fund s Shares are duly tendered pursuant to the Offer (and not withdrawn as provided in Section 4), unless the Fund determines not to purchase any Shares in the event that the conditions described in Section 12 of this Offer to Purchase are not met, the Fund will purchase Shares from tendering Stockholders in accordance with the terms and conditions specified in the Offer, by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","phrase present, no grant and no denial matched",0001193125-21-083742,0001193125-21-083742,https://www.sec.gov/Archives/edgar/data/1762562/000119312521083742/d75027dex99a1i.htm,d9adbd08614ca1dffd9574504f389fb6e773b81912fba16fe83e95352c36bd74,https://www.sec.gov/Archives/edgar/data/1762562/000119312521120686/d130722dsctoia.htm,2021-04-19,1,2,False,"document: 'Shares are not listed on a national securities exchange. Instead, the Fund expects to provide Stockholders with limited liquidity through te'",not exchange-listed / no ticker in the submissions index,0001193125-21-120686,140089,d75027dsctoi.htm
Clarion Partners Real Estate Income Fund Inc.,0001762562,,,non_traded,REIT,2021-06-15,2021-07-15,nav_based,,,,,10.83,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,"What if Shares representing in excess of $4,629,852 in aggregate net asset value are tendered (and not timely withdrawn)? The Fund will purchase duly tendered Shares from tendering Stockholders pursuant to the terms and conditions of the Offer by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","If more than the Offer Amount of the Fund s Shares are duly tendered pursuant to the Offer (and not withdrawn as provided in Section 4), unless the Fund determines not to purchase any Shares in the event that the conditions described in Section 12 of this Offer to Purchase are not met, the Fund will purchase Shares from tendering Stockholders in accordance with the terms and conditions specified in the Offer, by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","phrase present, no grant and no denial matched",0001193125-21-190799,0001193125-21-190799,https://www.sec.gov/Archives/edgar/data/1762562/000119312521190799/d364345dex99a1i.htm,742440eadd4cc8cd9ac633ad5d2868ef06111bc97b3aa21de0e06a35c321e4c4,https://www.sec.gov/Archives/edgar/data/1762562/000119312521218373/d174480dsctoia.htm,2021-07-19,1,2,False,"document: 'Shares are not listed on a national securities exchange. Instead, the Fund expects to provide Stockholders with limited liquidity through te'",not exchange-listed / no ticker in the submissions index,0001193125-21-218373,141291,d364345dsctoi.htm
Clarion Partners Real Estate Income Fund Inc.,0001762562,,,non_traded,REIT,2021-09-15,2021-10-14,nav_based,,,,,11.94,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,"What if Shares representing in excess of $5,417,357 in aggregate net asset value are tendered (and not timely withdrawn)? The Fund will purchase duly tendered Shares from tendering Stockholders pursuant to the terms and conditions of the Offer by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","If more than the Offer Amount of the Fund s Shares are duly tendered pursuant to the Offer (and not withdrawn as provided in Section 4), unless the Fund determines not to purchase any Shares in the event that the conditions described in Section 12 of this Offer to Purchase are not met, the Fund will purchase Shares from tendering Stockholders in accordance with the terms and conditions specified in the Offer, by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","phrase present, no grant and no denial matched",0001193125-21-273558,0001193125-21-273558,https://www.sec.gov/Archives/edgar/data/1762562/000119312521273558/d183930dex99a1i.htm,5a47d395664ee10126a4c01211d401133648518825a69ce23ca714f170e49384,https://www.sec.gov/Archives/edgar/data/1762562/000119312521300796/d596591dsctoia.htm,2021-10-18,1,2,False,"document: 'Shares are not listed on a national securities exchange. Instead, the Fund expects to provide Stockholders with limited liquidity through te'",not exchange-listed / no ticker in the submissions index,0001193125-21-300796,143559,d183930dsctoi.htm
Clarion Partners Real Estate Income Fund Inc.,0001762562,,,non_traded,REIT,2021-12-13,2022-01-13,nav_based,,,,,12.09,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,"What if Shares representing in excess of $8,880,011 in aggregate net asset value are tendered (and not timely withdrawn)? The Fund will purchase duly tendered Shares from tendering Stockholders pursuant to the terms and conditions of the Offer by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","If more than the Offer Amount of the Fund s Shares are duly tendered pursuant to the Offer (and not withdrawn as provided in Section 4), unless the Fund determines not to purchase any Shares in the event that the conditions described in Section 12 of this Offer to Purchase are not met, the Fund will purchase Shares from tendering Stockholders in accordance with the terms and conditions specified in the Offer, by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","phrase present, no grant and no denial matched",0001193125-21-355152,0001193125-21-355152,https://www.sec.gov/Archives/edgar/data/1762562/000119312521355152/d118386dex99a1i.htm,eaffc41d0a804dd5c454c602e2909c38872ac52ca4ba39367f7b65445d2c0934,https://www.sec.gov/Archives/edgar/data/1762562/000119312522012199/d261007dsctoia.htm,2022-01-19,1,2,False,"document: 'Shares are not listed on a national securities exchange. Instead, the Fund expects to provide Stockholders with limited liquidity through te'",not exchange-listed / no ticker in the submissions index,0001193125-22-012199,143837,d118386dsctoi.htm
Clarion Partners Real Estate Income Fund Inc.,0001762562,,,non_traded,REIT,2022-03-16,2022-04-14,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,"What if Shares representing in excess of $10,710,974 in aggregate net asset value are tendered (and not timely withdrawn)? The Fund will purchase duly tendered Shares from tendering Stockholders pursuant to the terms and conditions of the Offer by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","If more than the Offer Amount of the Fund s Shares are duly tendered pursuant to the Offer (and not withdrawn as provided in Section 4), unless the Fund determines not to purchase any Shares in the event that the conditions described in Section 12 of this Offer to Purchase are not met, the Fund will purchase Shares from tendering Stockholders in accordance with the terms and conditions specified in the Offer, by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","phrase present, no grant and no denial matched",0001193125-22-076863,0001193125-22-076863,https://www.sec.gov/Archives/edgar/data/1762562/000119312522076863/d311833dex99a1i.htm,e9d487a6ee1fd78a4942ead135cabb636c97cf4a9950a9149d60dd34ce96c875,https://www.sec.gov/Archives/edgar/data/1762562/000119312522114816/d352153dsctoia.htm,2022-04-22,1,2,False,"document: 'Shares are not listed on a national securities exchange. Instead, the Fund expects to provide Stockholders with limited liquidity through te'",not exchange-listed / no ticker in the submissions index,0001193125-22-114816,143501,d311833dsctoi.htm
Clarion Partners Real Estate Income Fund Inc.,0001762562,,,non_traded,REIT,2022-06-14,2022-07-14,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,"What if Shares representing in excess of $14,975,549 in aggregate net asset value are tendered (and not timely withdrawn)? The Fund will purchase duly tendered Shares from tendering Stockholders pursuant to the terms and conditions of the Offer by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","If more than the Offer Amount of the Fund s Shares are duly tendered pursuant to the Offer (and not withdrawn as provided in Section 4), unless the Fund determines not to purchase any Shares in the event that the conditions described in Section 12 of this Offer to Purchase are not met, the Fund will purchase Shares from tendering Stockholders in accordance with the terms and conditions specified in the Offer, by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","phrase present, no grant and no denial matched",0001193125-22-173568,0001193125-22-173568,https://www.sec.gov/Archives/edgar/data/1762562/000119312522173568/d325708dex99a1i.htm,96e0576b3ffb952cb231e487cf68d5e48a15178efa91cc526dd56761bd61ca97,https://www.sec.gov/Archives/edgar/data/1762562/000119312522197857/d297603dsctoia.htm,2022-07-20,1,2,False,"document: 'Shares are not listed on a national securities exchange. Instead, the Fund expects to provide Stockholders with limited liquidity through te'",not exchange-listed / no ticker in the submissions index,0001193125-22-197857,142377,d325708dsctoi.htm
Clarion Partners Real Estate Income Fund Inc.,0001762562,,,non_traded,REIT,2022-09-14,2022-10-13,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,"What if Shares representing in excess of $21,750,598 in aggregate net asset value are tendered (and not timely withdrawn)? The Fund will purchase duly tendered Shares from tendering Stockholders pursuant to the terms and conditions of the Offer by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","If more than the Offer Amount of the Fund s Shares are duly tendered pursuant to the Offer (and not withdrawn as provided in Section 4), unless the Fund determines not to purchase any Shares in the event that the conditions described in Section 12 of this Offer to Purchase are not met, the Fund will purchase Shares from tendering Stockholders in accordance with the terms and conditions specified in the Offer, by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","phrase present, no grant and no denial matched",0001193125-22-244542,0001193125-22-244542,https://www.sec.gov/Archives/edgar/data/1762562/000119312522244542/d378344dex99a1i.htm,a6c21499c6e1b7b1a9d37ba88d2a1d1dbe7f3f2ffd1422bf1d3ab600ff0638ee,https://www.sec.gov/Archives/edgar/data/1762562/000119312522264992/d341816dsctoia.htm,2022-10-19,1,2,False,"document: 'Shares are not listed on a national securities exchange. Instead, the Fund expects to provide Stockholders with limited liquidity through te'",not exchange-listed / no ticker in the submissions index,0001193125-22-264992,142549,d378344dsctoi.htm
Clarion Partners Real Estate Income Fund Inc.,0001762562,,,non_traded,REIT,2022-12-12,2023-01-12,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,"What if Shares representing in excess of $26,242,179 in aggregate net asset value are tendered (and not timely withdrawn)? The Fund will purchase duly tendered Shares from tendering Stockholders pursuant to the terms and conditions of the Offer by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","If more than the Offer Amount of the Fund s Shares are duly tendered pursuant to the Offer (and not withdrawn as provided in Section 4), unless the Fund determines not to purchase any Shares in the event that the conditions described in Section 12 of this Offer to Purchase are not met, the Fund will purchase Shares from tendering Stockholders in accordance with the terms and conditions specified in the Offer, by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","phrase present, no grant and no denial matched",0001193125-22-302538,0001193125-22-302538,https://www.sec.gov/Archives/edgar/data/1762562/000119312522302538/d382952dex99a1i.htm,cf1787f81e2595cda5fbc9b4dc0825625cbd1676e3ef399b25248254f183d1c8,https://www.sec.gov/Archives/edgar/data/1762562/000119312523010783/d422491dsctoia.htm,2023-01-19,1,2,False,"document: 'Shares are not listed on a national securities exchange. Instead, the Fund expects to provide Stockholders with limited liquidity through te'",not exchange-listed / no ticker in the submissions index,0001193125-23-010783,141356,d382952dsctoi.htm
Clarion Partners Real Estate Income Fund Inc.,0001762562,,,non_traded,REIT,2023-03-15,2023-04-14,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,"What if Shares representing in excess of $27,491,445 in aggregate net asset value are tendered (and not timely withdrawn)? The Fund will purchase duly tendered Shares from tendering Stockholders pursuant to the terms and conditions of the Offer by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","If more than the Offer Amount of the Fund s Shares are duly tendered pursuant to the Offer (and not withdrawn as provided in Section 4), unless the Fund determines not to purchase any Shares in the event that the conditions described in Section 12 of this Offer to Purchase are not met, the Fund will purchase Shares from tendering Stockholders in accordance with the terms and conditions specified in the Offer, by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","phrase present, no grant and no denial matched",0001193125-23-070881,0001193125-23-070881,https://www.sec.gov/Archives/edgar/data/1762562/000119312523070881/d453203dex99a1i.htm,aa077870b1c4833d13bb2d9d8f0a64a51c7aea4a29dc22760138a0311c5a6b8c,https://www.sec.gov/Archives/edgar/data/1762562/000119312523107695/d475532dsctoia.htm,2023-04-20,1,2,False,"document: 'Shares are not listed on a national securities exchange. Instead, the Fund expects to provide Stockholders with limited liquidity through te'",not exchange-listed / no ticker in the submissions index,0001193125-23-107695,141690,d453203dsctoi.htm
Clarion Partners Real Estate Income Fund Inc.,0001762562,,,non_traded,REIT,2023-06-13,2023-07-14,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,"What if Shares representing in excess of $28,796,831 in aggregate net asset value are tendered (and not timely withdrawn)? The Fund will purchase duly tendered Shares from tendering Stockholders pursuant to the terms and conditions of the Offer by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","If more than the Offer Amount of the Fund s Shares are duly tendered pursuant to the Offer (and not withdrawn as provided in Section 4), unless the Fund determines not to purchase any Shares in the event that the conditions described in Section 12 of this Offer to Purchase are not met, the Fund will purchase Shares from tendering Stockholders in accordance with the terms and conditions specified in the Offer, by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","phrase present, no grant and no denial matched",0001193125-23-165799,0001193125-23-165799,https://www.sec.gov/Archives/edgar/data/1762562/000119312523165799/d447326dex99a1i.htm,8fb09ebbefe5c793bd3247e213f4ed26a184a2902c8d23eb2046e7b99b84a548,https://www.sec.gov/Archives/edgar/data/1762562/000119312523189660/d515776dsctoia.htm,2023-07-19,1,2,False,"document: 'Shares are not listed on a national securities exchange. Instead, the Fund expects to provide Stockholders with limited liquidity through te'",not exchange-listed / no ticker in the submissions index,0001193125-23-189660,139759,d447326dsctoi.htm
Clarion Partners Real Estate Income Fund Inc.,0001762562,,,non_traded,REIT,2023-09-13,2023-10-12,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,"What if Shares representing in excess of $30,109,908 in aggregate net asset value are tendered (and not timely withdrawn)? The Fund will purchase duly tendered Shares from tendering Stockholders pursuant to the terms and conditions of the Offer by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","If more than the Offer Amount of the Fund s Shares are duly tendered pursuant to the Offer (and not withdrawn as provided in Section 4), unless the Fund determines not to purchase any Shares in the event that the conditions described in Section 12 of this Offer to Purchase are not met, the Fund will purchase Shares from tendering Stockholders in accordance with the terms and conditions specified in the Offer, by first purchasing shares tendered by any stockholders who own, beneficially or of record, an aggregate amount of 99 shares or less (an odd lot ) and tender all of their shares.","phrase present, no grant and no denial matched",0001193125-23-234065,0001193125-23-234065,https://www.sec.gov/Archives/edgar/data/1762562/000119312523234065/d535901dex99a1i.htm,30956fe0b1b22a5855b3f31a158316b68d5f9ec62654ef0ce5d5f0003eaf0e42,https://www.sec.gov/Archives/edgar/data/1762562/000119312523258382/d279814dsctoia.htm,2023-10-18,1,2,False,"document: 'Shares are not listed on a national securities exchange. Instead, the Fund expects to provide Stockholders with limited liquidity through te'",not exchange-listed / no ticker in the submissions index,0001193125-23-258382,140053,d535901dsctoi.htm
